,Year,Month,Day,水日通量,沙日通量
2021-10-14,2021,10,14,416448000.0,4372704000.0
2021-10-15,2021,10,15,414720000.0,3997900800.0
2021-10-16,2021,10,16,414720000.0,2550528000.0
2021-10-17,2021,10,17,414720000.0,2480025600.0
2021-10-18,2021,10,18,411264000.0,2204375040.0
2021-10-19,2021,10,19,412992000.0,2325144960.0
2021-10-20,2021,10,20,413856000.0,2176882560.0
2021-10-21,2021,10,21,413856000.0,2238960960.0
2021-10-22,2021,10,22,392256000.0,2086801920.0
2021-10-23,2021,10,23,286848000.0,1548979200.0
2021-10-24,2021,10,24,215136000.0,800305920.0
2021-10-25,2021,10,25,176256000.0,867179520.0
2021-10-26,2021,10,26,162432000.0,552268800.0
2021-10-27,2021,10,27,157824000.0,549227520.0
2021-10-28,2021,10,28,153792000.0,387555840.0
2021-10-29,2021,10,29,150336000.0,369826560.0
2021-10-30,2021,10,30,156384000.0,344044800.0
2021-10-31,2021,10,31,189216000.0,949864319.9999999
2021-11-01,2021,11,1,205632000.0,894499199.9999999
2021-11-02,2021,11,2,186336000.0,756388799.9999999
2021-11-03,2021,11,3,167040000.0,618278400.0
2021-11-04,2021,11,4,147744000.0,480168000.0
2021-11-05,2021,11,5,165024000.0,598199040.0
2021-11-06,2021,11,6,182304000.0,716230080.0
2021-11-07,2021,11,7,199584000.0,834261120.0
2021-11-08,2021,11,8,198144000.0,836052480.0
2021-11-09,2021,11,9,196704000.0,837843840.0
2021-11-10,2021,11,10,195264000.0,839635200.0
2021-11-11,2021,11,11,190944000.0,794321280.0
2021-11-12,2021,11,12,186624000.0,749007360.0
2021-11-13,2021,11,13,182304000.0,703693440.0
2021-11-14,2021,11,14,171072000.0,650926080.0
2021-11-15,2021,11,15,159840000.0,598158720.0
2021-11-16,2021,11,16,148608000.0,545391360.0
2021-11-17,2021,11,17,145296000.0,494408160.0
2021-11-18,2021,11,18,141984000.0,443424960.0
2021-11-19,2021,11,19,138672000.0,392441760.0
2021-11-20,2021,11,20,126144000.0,325451520.0
2021-11-21,2021,11,21,124416000.0,342156960.0
2021-11-22,2021,11,22,122688000.0,358862400.0
2021-11-23,2021,11,23,120960000.0,375567840.0
2021-11-24,2021,11,24,119232000.0,392273280.0
2021-11-25,2021,11,25,119808000.0,386910720.0
2021-11-26,2021,11,26,120384000.0,381548160.0
2021-11-27,2021,11,27,120960000.0,376185600.0
2021-11-28,2021,11,28,119232000.0,350357760.0
2021-11-29,2021,11,29,117504000.0,324529920.0
2021-11-30,2021,11,30,115776000.0,298702080.0
2021-12-01,2021,12,1,115776000.0,384376320.0
2021-12-02,2021,12,2,113472000.0,396017280.0
2021-12-03,2021,12,3,103699200.0,307210368.0
2021-12-04,2021,12,4,93926400.0,218403456.0
2021-12-05,2021,12,5,84153600.0,129596544.0
2021-12-06,2021,12,6,81021600.0,120654792.0
2021-12-07,2021,12,7,77889600.0,111713040.0
2021-12-08,2021,12,8,74757600.0,102771288.0
2021-12-09,2021,12,9,71625600.0,93829536.0
2021-12-10,2021,12,10,70761600.0,104019552.0
2021-12-11,2021,12,11,71820000.0,106512840.0
2021-12-12,2021,12,12,72878400.0,109006128.0
2021-12-13,2021,12,13,73936800.0,111499416.0
2021-12-14,2021,12,14,74995200.0,113992704.0
2021-12-15,2021,12,15,78926400.0,137431728.0
2021-12-16,2021,12,16,82857600.0,160870752.0
2021-12-17,2021,12,17,86788800.0,184309776.0
2021-12-18,2021,12,18,90720000.0,207748800.0
2021-12-19,2021,12,19,90288000.0,222933600.0
2021-12-20,2021,12,20,89856000.0,238118400.0
2021-12-21,2021,12,21,91756800.0,226463040.0
2021-12-22,2021,12,22,93657600.0,214807680.0
2021-12-23,2021,12,23,95558400.0,203152320.0
2021-12-24,2021,12,24,97459200.0,191496960.0
2021-12-25,2021,12,25,99360000.0,179841600.0
2021-12-26,2021,12,26,98841600.0,204256512.0
2021-12-27,2021,12,27,98323200.0,228671424.0
2021-12-28,2021,12,28,97804800.0,253086336.0
2021-12-29,2021,12,29,97286400.0,277501248.0
2021-12-30,2021,12,30,96768000.0,301916160.0
2021-12-31,2021,12,31,95904000.0,229210560.0
